idVariable,fecha,valor
1,17/02/2000,33.378
1,18/02/2000,33.432
1,21/02/2000,33.438
1,22/02/2000,32.889
1,23/02/2000,32.846
1,24/02/2000,32.761
1,25/02/2000,32.869
1,28/02/2000,32.569
1,29/02/2000,32.255
1,01/03/2000,33.162
1,02/03/2000,33.231
1,03/03/2000,33.655
1,06/03/2000,33.585
1,07/03/2000,33.341
1,08/03/2000,33.161
1,09/03/2000,33.222
1,10/03/2000,33.413
1,13/03/2000,33.239
1,14/03/2000,34.297
1,15/03/2000,33.905
1,16/03/2000,34.744
1,17/03/2000,34.361
1,20/03/2000,34.190
1,21/03/2000,34.175
1,22/03/2000,34.052
1,23/03/2000,33.960
1,24/03/2000,33.940
1,27/03/2000,34.059
1,28/03/2000,33.768
1,29/03/2000,33.439
1,30/03/2000,32.189
1,31/03/2000,32.976
1,03/04/2000,33.490
1,04/04/2000,33.616
1,05/04/2000,34.178
1,06/04/2000,33.874
1,07/04/2000,33.915
1,10/04/2000,33.602
